ano,mes,bioma,psn_g_c_m2_planilha,ida_planilha,et_mm_planilha,precip_mm_planilha,lst_dia_c_planilha,area_queimada_ha_planilha,psn_g_c_m2_gee,et_mm_gee,pet_mm,ida_gee,lst_dia_c_gee,precip_mm_gee,precip_v06_mm,area_queimada_ha_gee,oni
2010,12,Mata Atlântica,121.2301,0.5253,105.6138,121.55,31.27,800,122.1113,106.9524,201.4599,0.5309,29.917,109.6823,122.9018,875,-1.48
2010,12,Cerrado,109.2134,0.5411,98.3968,206.54,32.3775,28475,109.3405,96.425,173.5837,0.5555,32.1324,183.3283,205.1175,34325,-1.48
2010,12,Caatinga,105.381,0.4473,92.0671,155.03,32.34,2450,105.5558,89.2539,193.3975,0.4615,31.8525,149.9599,156.4779,3200,-1.48
2011,12,Mata Atlântica,138.7876,0.5548,105.672,142.22,30.675,350,139.803,109.4372,198.1251,0.5524,28.5571,120.5301,143.7726,400,-0.92
2011,12,Cerrado,125.3541,0.55,108.3052,235.44,31.7875,1775,125.3331,103.5738,182.2291,0.5684,31.7036,236.4005,235.8758,3425,-0.92
2011,12,Caatinga,105.7412,0.3735,82.5718,83.98,33.68,4950,105.7089,78.5996,205.163,0.3831,33.402,89.0884,85.2422,4550,-0.92
2012,12,Mata Atlântica,132.9831,0.4155,105.8971,7.1,33.2625,5975,134.0114,100.9285,232.4058,0.4343,32.186,11.0672,7.3683,6150,-0.03
2012,12,Cerrado,113.2944,0.366,86.2964,56.38,36.2325,21650,113.0691,82.3076,218.7214,0.3763,36.3514,56.081,57.6169,22350,-0.03
2012,12,Caatinga,89.9553,0.2674,66.1741,16.43,36.2967,29650,89.8089,63.0018,225.3511,0.2796,36.3314,16.5312,17.1162,30725,-0.03
2013,12,Mata Atlântica,100.8188,0.6087,100.6753,209.16,31.7475,75,101.5625,103.7565,168.1592,0.617,30.1927,217.1072,211.713,175,-0.11
2013,12,Cerrado,93.2522,0.6239,91.7319,331.66,32.3625,1675,93.3833,95.5352,150.1606,0.6362,31.7376,335.0741,331.9446,850,-0.11
2013,12,Caatinga,75.8736,0.4414,74.1385,217.16,34.0675,200,76.0073,74.2563,169.0529,0.4392,33.7783,210.789,219.7978,200,-0.11
2014,12,Mata Atlântica,142.2141,0.5212,107.6334,148.52,30.875,1500,143.389,109.4097,206.6098,0.5295,29.1407,148.1995,149.396,1425,0.8
2014,12,Cerrado,114.0495,0.5225,94.6158,202.25,33.5475,36450,114.45,94.2677,175.2324,0.538,32.9906,195.7726,203.296,32775,0.8
2014,12,Caatinga,110.7855,0.396,82.0148,120.86,32.295,10000,111.1622,81.6268,200.6967,0.4067,31.5803,116.0916,121.6035,425,0.8
2015,12,Mata Atlântica,94.9355,0.3415,81.1255,18.35,36.595,65850,95.5194,76.7749,213.2743,0.36,35.2071,19.5716,18.8243,64475,2.59
2015,12,Cerrado,68.4525,0.2414,57.1991,40.62,37.61,66400,68.2959,54.6136,220.4763,0.2477,37.9061,38.0081,41.0126,69200,2.59
2015,12,Caatinga,39.2165,0.1362,33.2098,11.29,38.955,37200,39.0103,32.0506,230.3634,0.1391,39.1485,11.8393,11.4485,37525,2.59
2016,12,Mata Atlântica,125.1807,0.4934,108.8797,73.2,32.1775,950,125.7708,106.431,212.1635,0.5016,30.7134,69.8298,74.0751,925,-0.37
2016,12,Cerrado,119.0027,0.4468,93.9744,110.93,33.1075,9300,118.5752,89.5398,192.7953,0.4644,33.4619,110.9198,111.878,9175,-0.37
2016,12,Caatinga,92.3697,0.2972,68.1944,47.09,34.0875,3500,92.0098,64.9157,218.7791,0.2967,34.7856,46.9623,47.8221,3550,-0.37
2017,12,Mata Atlântica,120.5378,0.5374,104.7735,141.9,30.8075,25,121.4368,105.0439,191.9733,0.5472,29.5919,141.7114,144.7888,25,-0.76
2017,12,Cerrado,108.6846,0.4941,91.872,156.77,33.4925,12400,108.3088,90.2231,176.4929,0.5112,33.401,154.5392,156.9132,10250,-0.76
2017,12,Caatinga,82.2269,0.3016,64.6049,83.01,34.77,1550,81.9851,61.8456,204.2074,0.3029,35.2185,77.6977,83.9006,875,-0.76
2018,12,Mata Atlântica,125.0924,0.5481,113.5248,165.84,30.275,325,125.6454,111.5092,197.4299,0.5648,29.6487,150.9321,167.6742,300,1.05
2018,12,Cerrado,117.1912,0.5132,102.3284,166.63,31.22,23300,116.7892,97.6648,182.5963,0.5349,31.2924,171.379,166.5802,21550,1.05
2018,12,Caatinga,106.019,0.3994,85.7304,137.19,32.2625,325,106.0316,82.7281,199.3708,0.4149,31.9434,134.5744,138.0092,450,1.05
2019,12,Mata Atlântica,120.8789,0.424,100.884,62.39,31.9325,2325,121.5565,97.6453,222.3615,0.4391,30.9215,65.6752,63.7575,2150,0.75
2019,12,Cerrado,82.2756,0.3148,71.4775,77.59,35.245,39400,81.9483,68.8957,212.1479,0.3248,35.4854,70.361,77.5259,40200,0.75
2019,12,Caatinga,45.7696,0.1488,35.8917,34.49,37.5075,2800,45.2675,34.1861,231.0997,0.1479,38.2576,34.3394,35.0372,3200,0.75
2020,12,Mata Atlântica,159.3101,0.5018,128.2745,22.49,29.3029,275,160.2926,121.0091,234.1872,0.5167,29.5635,24.4113,23.4721,275,-1.06
2020,12,Cerrado,118.4076,0.4142,101.6237,102.44,34.2309,10475,118.3799,95.6047,221.9091,0.4308,34.2283,102.8382,102.5189,10450,-1.06
2020,12,Caatinga,91.9,0.3455,90.4472,13.06,32.2874,4600,91.7802,85.3593,236.755,0.3605,32.5865,15.2747,13.6827,4250,-1.06
