ano,mes,bioma,variavel,fonte,planilha,gee,erro_pct
2003,7,Mata Atlântica,area_queimada_ha,GEE,1150.0,1125.0,-2.1739
2003,7,Cerrado,area_queimada_ha,GEE,36725.0,37225.0,1.3615
2003,7,Caatinga,area_queimada_ha,GEE,2075.0,2225.0,7.2289
2004,7,Cerrado,area_queimada_ha,GEE,31950.0,31975.0,0.0782
2004,7,Caatinga,area_queimada_ha,GEE,1450.0,1575.0,8.6207
2005,7,Mata Atlântica,area_queimada_ha,GEE,25.0,75.0,200.0
2005,7,Cerrado,area_queimada_ha,GEE,26175.0,27550.0,5.2531
2005,7,Caatinga,area_queimada_ha,GEE,3325.0,3575.0,7.5188
2006,7,Mata Atlântica,area_queimada_ha,GEE,1225.0,1175.0,-4.0816
2006,7,Cerrado,area_queimada_ha,GEE,39350.0,41425.0,5.2732
2006,7,Caatinga,area_queimada_ha,GEE,2175.0,2125.0,-2.2989
2007,7,Mata Atlântica,area_queimada_ha,GEE,2300.0,2425.0,5.4348
2007,7,Cerrado,area_queimada_ha,GEE,220450.0,224225.0,1.7124
2007,7,Caatinga,area_queimada_ha,GEE,4850.0,4975.0,2.5773
2008,7,Mata Atlântica,area_queimada_ha,GEE,4425.0,4400.0,-0.565
2008,7,Cerrado,area_queimada_ha,GEE,43650.0,44400.0,1.7182
2008,7,Caatinga,area_queimada_ha,GEE,175.0,175.0,0.0
2009,7,Mata Atlântica,area_queimada_ha,GEE,925.0,975.0,5.4054
2009,7,Cerrado,area_queimada_ha,GEE,18525.0,18375.0,-0.8097
2009,7,Caatinga,area_queimada_ha,GEE,500.0,800.0,60.0
2010,7,Mata Atlântica,area_queimada_ha,GEE,575.0,500.0,-13.0435
2010,7,Cerrado,area_queimada_ha,GEE,91275.0,92800.0,1.6708
2010,7,Caatinga,area_queimada_ha,GEE,2775.0,3075.0,10.8108
2011,7,Mata Atlântica,area_queimada_ha,GEE,1350.0,1200.0,-11.1111
2011,7,Cerrado,area_queimada_ha,GEE,50250.0,52275.0,4.0299
2011,7,Caatinga,area_queimada_ha,GEE,2400.0,2350.0,-2.0833
2012,7,Mata Atlântica,area_queimada_ha,GEE,2675.0,2475.0,-7.4766
2012,7,Cerrado,area_queimada_ha,GEE,136450.0,138150.0,1.2459
2012,7,Caatinga,area_queimada_ha,GEE,2525.0,2375.0,-5.9406
2013,7,Mata Atlântica,area_queimada_ha,GEE,4275.0,3625.0,-15.2047
2013,7,Cerrado,area_queimada_ha,GEE,19450.0,19500.0,0.2571
2013,7,Caatinga,area_queimada_ha,GEE,1700.0,1175.0,-30.8824
2014,7,Cerrado,area_queimada_ha,GEE,14525.0,14025.0,-3.4423
2014,7,Caatinga,area_queimada_ha,GEE,1100.0,1325.0,20.4545
2015,7,Mata Atlântica,area_queimada_ha,GEE,900.0,825.0,-8.3333
2015,7,Cerrado,area_queimada_ha,GEE,20525.0,20225.0,-1.4616
2015,7,Caatinga,area_queimada_ha,GEE,825.0,1225.0,48.4848
2016,7,Mata Atlântica,area_queimada_ha,GEE,125.0,150.0,20.0
2016,7,Cerrado,area_queimada_ha,GEE,15725.0,16050.0,2.0668
2016,7,Caatinga,area_queimada_ha,GEE,850.0,775.0,-8.8235
2017,7,Mata Atlântica,area_queimada_ha,GEE,675.0,625.0,-7.4074
2017,7,Cerrado,area_queimada_ha,GEE,6700.0,6600.0,-1.4925
2017,7,Caatinga,area_queimada_ha,GEE,1550.0,2675.0,72.5806
2018,7,Mata Atlântica,area_queimada_ha,GEE,1300.0,1375.0,5.7692
2018,7,Cerrado,area_queimada_ha,GEE,5575.0,5600.0,0.4484
2018,7,Caatinga,area_queimada_ha,GEE,1150.0,950.0,-17.3913
2019,7,Mata Atlântica,area_queimada_ha,GEE,25.0,50.0,100.0
2019,7,Cerrado,area_queimada_ha,GEE,17150.0,17450.0,1.7493
2019,7,Caatinga,area_queimada_ha,GEE,1325.0,1300.0,-1.8868
2020,7,Mata Atlântica,area_queimada_ha,GEE,2450.0,0.0,-100.0
2020,7,Cerrado,area_queimada_ha,GEE,14775.0,14475.0,-2.0305
2020,7,Caatinga,area_queimada_ha,GEE,2875.0,2725.0,-5.2174
2001,8,Cerrado,area_queimada_ha,GEE,241100.0,246375.0,2.1879
2001,8,Caatinga,area_queimada_ha,GEE,22925.0,22475.0,-1.9629
2002,8,Mata Atlântica,area_queimada_ha,GEE,47400.0,200.0,-99.5781
2002,8,Cerrado,area_queimada_ha,GEE,375725.0,383175.0,1.9828
2002,8,Caatinga,area_queimada_ha,GEE,10375.0,10050.0,-3.1325
2003,8,Mata Atlântica,area_queimada_ha,GEE,975.0,650.0,-33.3333
2003,8,Cerrado,area_queimada_ha,GEE,73750.0,73400.0,-0.4746
2003,8,Caatinga,area_queimada_ha,GEE,4550.0,4500.0,-1.0989
2004,8,Mata Atlântica,area_queimada_ha,GEE,1075.0,1025.0,-4.6512
2004,8,Cerrado,area_queimada_ha,GEE,135300.0,136600.0,0.9608
2004,8,Caatinga,area_queimada_ha,GEE,12050.0,11850.0,-1.6598
2005,8,Mata Atlântica,area_queimada_ha,GEE,600.0,575.0,-4.1667
2005,8,Cerrado,area_queimada_ha,GEE,111050.0,114825.0,3.3994
2005,8,Caatinga,area_queimada_ha,GEE,8125.0,8300.0,2.1538
2006,8,Mata Atlântica,area_queimada_ha,GEE,2925.0,2475.0,-15.3846
2006,8,Cerrado,area_queimada_ha,GEE,166675.0,169025.0,1.4099
2006,8,Caatinga,area_queimada_ha,GEE,10025.0,9950.0,-0.7481
2007,8,Mata Atlântica,area_queimada_ha,GEE,1025.0,900.0,-12.1951
2007,8,Cerrado,area_queimada_ha,GEE,683775.0,689975.0,0.9067
2007,8,Caatinga,area_queimada_ha,GEE,31950.0,32175.0,0.7042
2008,8,Mata Atlântica,area_queimada_ha,GEE,2575.0,2300.0,-10.6796
2008,8,Cerrado,area_queimada_ha,GEE,115550.0,121400.0,5.0627
2008,8,Caatinga,area_queimada_ha,GEE,5475.0,5400.0,-1.3699
2009,8,Mata Atlântica,area_queimada_ha,GEE,275.0,200.0,-27.2727
2009,8,Cerrado,area_queimada_ha,GEE,38700.0,37850.0,-2.1964
2009,8,Caatinga,area_queimada_ha,GEE,1725.0,1600.0,-7.2464
2010,8,Mata Atlântica,area_queimada_ha,GEE,575.0,825.0,43.4783
2010,8,Cerrado,area_queimada_ha,GEE,391300.0,397475.0,1.5781
2010,8,Caatinga,area_queimada_ha,GEE,12900.0,13475.0,4.4574
2011,8,Mata Atlântica,area_queimada_ha,GEE,5025.0,4700.0,-6.4677
2011,8,Cerrado,area_queimada_ha,GEE,172925.0,173075.0,0.0867
2011,8,Caatinga,area_queimada_ha,GEE,11025.0,10925.0,-0.907
2012,8,Mata Atlântica,area_queimada_ha,GEE,300.0,325.0,8.3333
2012,8,Cerrado,area_queimada_ha,GEE,311000.0,316225.0,1.6801
2012,8,Caatinga,area_queimada_ha,GEE,8775.0,9225.0,5.1282
2013,8,Mata Atlântica,area_queimada_ha,GEE,900.0,850.0,-5.5556
2013,8,Cerrado,area_queimada_ha,GEE,42225.0,41875.0,-0.8289
2013,8,Caatinga,area_queimada_ha,GEE,1100.0,1325.0,20.4545
2014,8,Mata Atlântica,area_queimada_ha,GEE,500.0,550.0,10.0
2014,8,Cerrado,area_queimada_ha,GEE,39350.0,40250.0,2.2872
2014,8,Caatinga,area_queimada_ha,GEE,5475.0,6450.0,17.8082
2015,8,Mata Atlântica,area_queimada_ha,GEE,2300.0,2450.0,6.5217
2015,8,Cerrado,area_queimada_ha,GEE,42600.0,43225.0,1.4671
2015,8,Caatinga,area_queimada_ha,GEE,18550.0,18425.0,-0.6739
2016,8,Mata Atlântica,area_queimada_ha,GEE,325.0,425.0,30.7692
2016,8,Cerrado,area_queimada_ha,GEE,51550.0,60850.0,18.0407
2016,8,Caatinga,area_queimada_ha,GEE,17200.0,17325.0,0.7267
2017,8,Mata Atlântica,area_queimada_ha,GEE,1825.0,1700.0,-6.8493
2017,8,Cerrado,area_queimada_ha,GEE,60275.0,63975.0,6.1385
2017,8,Caatinga,area_queimada_ha,GEE,7650.0,7200.0,-5.8824
2018,8,Mata Atlântica,area_queimada_ha,GEE,475.0,600.0,26.3158
2018,8,Cerrado,area_queimada_ha,GEE,23475.0,25325.0,7.8807
2018,8,Caatinga,area_queimada_ha,GEE,8700.0,8575.0,-1.4368
2019,8,Mata Atlântica,area_queimada_ha,GEE,475.0,525.0,10.5263
2019,8,Cerrado,area_queimada_ha,GEE,58150.0,58025.0,-0.215
2019,8,Caatinga,area_queimada_ha,GEE,5125.0,5200.0,1.4634
2020,8,Mata Atlântica,area_queimada_ha,GEE,1550.0,1200.0,-22.5806
2020,8,Cerrado,area_queimada_ha,GEE,48775.0,47600.0,-2.409
2020,8,Caatinga,area_queimada_ha,GEE,4600.0,4525.0,-1.6304
2001,9,Cerrado,area_queimada_ha,GEE,481900.0,481525.0,-0.0778
2001,9,Caatinga,area_queimada_ha,GEE,40975.0,40650.0,-0.7932
2002,9,Mata Atlântica,area_queimada_ha,GEE,1675.0,1575.0,-5.9701
2002,9,Cerrado,area_queimada_ha,GEE,688125.0,690550.0,0.3524
2002,9,Caatinga,area_queimada_ha,GEE,52900.0,52550.0,-0.6616
2003,9,Mata Atlântica,area_queimada_ha,GEE,9150.0,9400.0,2.7322
2003,9,Cerrado,area_queimada_ha,GEE,292925.0,294400.0,0.5035
2003,9,Caatinga,area_queimada_ha,GEE,47450.0,42175.0,-11.117
2004,9,Mata Atlântica,area_queimada_ha,GEE,2350.0,3025.0,28.7234
2004,9,Cerrado,area_queimada_ha,GEE,421875.0,422525.0,0.1541
2004,9,Caatinga,area_queimada_ha,GEE,41525.0,41875.0,0.8429
2005,9,Mata Atlântica,area_queimada_ha,GEE,1625.0,1375.0,-15.3846
2005,9,Cerrado,area_queimada_ha,GEE,274850.0,280475.0,2.0466
2005,9,Caatinga,area_queimada_ha,GEE,29525.0,29250.0,-0.9314
2006,9,Mata Atlântica,area_queimada_ha,GEE,800.0,900.0,12.5
2006,9,Cerrado,area_queimada_ha,GEE,209975.0,214375.0,2.0955
2006,9,Caatinga,area_queimada_ha,GEE,15175.0,14975.0,-1.318
2007,9,Mata Atlântica,area_queimada_ha,GEE,5225.0,4725.0,-9.5694
2007,9,Cerrado,area_queimada_ha,GEE,1139350.0,1146050.0,0.5881
2007,9,Caatinga,area_queimada_ha,GEE,170300.0,171200.0,0.5285
2008,9,Mata Atlântica,area_queimada_ha,GEE,7600.0,7725.0,1.6447
2008,9,Cerrado,area_queimada_ha,GEE,264975.0,266225.0,0.4717
2008,9,Caatinga,area_queimada_ha,GEE,33100.0,32775.0,-0.9819
2009,9,Mata Atlântica,area_queimada_ha,GEE,2150.0,1750.0,-18.6047
2009,9,Cerrado,area_queimada_ha,GEE,206550.0,208300.0,0.8473
2009,9,Caatinga,area_queimada_ha,GEE,43600.0,44475.0,2.0069
2010,9,Mata Atlântica,area_queimada_ha,GEE,4075.0,4150.0,1.8405
2010,9,Cerrado,area_queimada_ha,GEE,866250.0,874625.0,0.9668
2010,9,Caatinga,area_queimada_ha,GEE,49650.0,50575.0,1.863
2011,9,Mata Atlântica,area_queimada_ha,GEE,13450.0,13625.0,1.3011
2011,9,Cerrado,area_queimada_ha,GEE,876400.0,877775.0,0.1569
2011,9,Caatinga,area_queimada_ha,GEE,96525.0,98200.0,1.7353
2012,9,Mata Atlântica,area_queimada_ha,GEE,4075.0,3625.0,-11.0429
2012,9,Cerrado,area_queimada_ha,GEE,1291775.0,1300950.0,0.7103
2012,9,Caatinga,area_queimada_ha,GEE,114075.0,112825.0,-1.0958
2013,9,Mata Atlântica,area_queimada_ha,GEE,4025.0,3475.0,-13.6646
2013,9,Cerrado,area_queimada_ha,GEE,145950.0,145300.0,-0.4454
2013,9,Caatinga,area_queimada_ha,GEE,47275.0,48225.0,2.0095
2014,9,Mata Atlântica,area_queimada_ha,GEE,13400.0,3525.0,-73.694
2014,9,Cerrado,area_queimada_ha,GEE,256650.0,257900.0,0.487
2014,9,Caatinga,area_queimada_ha,GEE,296550.0,10400.0,-96.493
2015,9,Mata Atlântica,area_queimada_ha,GEE,13400.0,12900.0,-3.7313
2015,9,Cerrado,area_queimada_ha,GEE,529975.0,529625.0,-0.066
2015,9,Caatinga,area_queimada_ha,GEE,296550.0,298950.0,0.8093
2016,9,Mata Atlântica,area_queimada_ha,GEE,900.0,825.0,-8.3333
2016,9,Cerrado,area_queimada_ha,GEE,138075.0,135075.0,-2.1727
2016,9,Caatinga,area_queimada_ha,GEE,43350.0,44175.0,1.9031
2017,9,Mata Atlântica,area_queimada_ha,GEE,10625.0,300.0,-97.1765
2017,9,Cerrado,area_queimada_ha,GEE,109250.0,108225.0,-0.9382
2017,9,Caatinga,area_queimada_ha,GEE,33275.0,10650.0,-67.994
2018,9,Mata Atlântica,area_queimada_ha,GEE,10625.0,10250.0,-3.5294
2018,9,Cerrado,area_queimada_ha,GEE,111525.0,114400.0,2.5779
2018,9,Caatinga,area_queimada_ha,GEE,33275.0,33375.0,0.3005
2019,9,Mata Atlântica,area_queimada_ha,GEE,1525.0,1425.0,-6.5574
2019,9,Cerrado,area_queimada_ha,GEE,202575.0,207375.0,2.3695
2019,9,Caatinga,area_queimada_ha,GEE,13875.0,13650.0,-1.6216
2020,9,Mata Atlântica,area_queimada_ha,GEE,2375.0,1975.0,-16.8421
2020,9,Cerrado,area_queimada_ha,GEE,120675.0,118425.0,-1.8645
2020,9,Caatinga,area_queimada_ha,GEE,40075.0,39575.0,-1.2477
2001,10,Cerrado,area_queimada_ha,GEE,174100.0,176450.0,1.3498
2001,10,Caatinga,area_queimada_ha,GEE,61575.0,62375.0,1.2992
2002,10,Mata Atlântica,area_queimada_ha,GEE,14850.0,15000.0,1.0101
2002,10,Cerrado,area_queimada_ha,GEE,358525.0,361850.0,0.9274
2002,10,Caatinga,area_queimada_ha,GEE,40725.0,40825.0,0.2455
2003,10,Mata Atlântica,area_queimada_ha,GEE,23500.0,23025.0,-2.0213
2003,10,Cerrado,area_queimada_ha,GEE,155850.0,157800.0,1.2512
2003,10,Caatinga,area_queimada_ha,GEE,42400.0,42150.0,-0.5896
2004,10,Mata Atlântica,area_queimada_ha,GEE,6000.0,6250.0,4.1667
2004,10,Cerrado,area_queimada_ha,GEE,230750.0,233825.0,1.3326
2004,10,Caatinga,area_queimada_ha,GEE,53775.0,54575.0,1.4877
2005,10,Mata Atlântica,area_queimada_ha,GEE,26250.0,26700.0,1.7143
2005,10,Cerrado,area_queimada_ha,GEE,611200.0,616025.0,0.7894
2005,10,Caatinga,area_queimada_ha,GEE,161825.0,162750.0,0.5716
2006,10,Mata Atlântica,area_queimada_ha,GEE,125.0,100.0,-20.0
2006,10,Cerrado,area_queimada_ha,GEE,32550.0,32725.0,0.5376
2006,10,Caatinga,area_queimada_ha,GEE,20275.0,20775.0,2.4661
2007,10,Mata Atlântica,area_queimada_ha,GEE,60300.0,59250.0,-1.7413
2007,10,Cerrado,area_queimada_ha,GEE,597500.0,599125.0,0.272
2007,10,Caatinga,area_queimada_ha,GEE,177825.0,177900.0,0.0422
2008,10,Mata Atlântica,area_queimada_ha,GEE,17150.0,16875.0,-1.6035
2008,10,Cerrado,area_queimada_ha,GEE,482075.0,488725.0,1.3795
2008,10,Caatinga,area_queimada_ha,GEE,193625.0,199750.0,3.1633
2009,10,Mata Atlântica,area_queimada_ha,GEE,1150.0,1000.0,-13.0435
2009,10,Cerrado,area_queimada_ha,GEE,42775.0,42975.0,0.4676
2009,10,Caatinga,area_queimada_ha,GEE,11550.0,11775.0,1.9481
2010,10,Mata Atlântica,area_queimada_ha,GEE,2500.0,2475.0,-1.0
2010,10,Cerrado,area_queimada_ha,GEE,410050.0,414975.0,1.2011
2010,10,Caatinga,area_queimada_ha,GEE,133975.0,135050.0,0.8024
2011,10,Mata Atlântica,area_queimada_ha,GEE,275.0,300.0,9.0909
2011,10,Cerrado,area_queimada_ha,GEE,109250.0,109800.0,0.5034
2011,10,Caatinga,area_queimada_ha,GEE,24225.0,24300.0,0.3096
2012,10,Mata Atlântica,area_queimada_ha,GEE,7650.0,8125.0,6.2092
2012,10,Cerrado,area_queimada_ha,GEE,369975.0,372500.0,0.6825
2012,10,Caatinga,area_queimada_ha,GEE,109400.0,109400.0,0.0
2013,10,Mata Atlântica,area_queimada_ha,GEE,3250.0,3400.0,4.6154
2013,10,Cerrado,area_queimada_ha,GEE,117200.0,115575.0,-1.3865
2013,10,Caatinga,area_queimada_ha,GEE,27900.0,28025.0,0.448
2014,10,Mata Atlântica,area_queimada_ha,GEE,12250.0,12175.0,-0.6122
2014,10,Cerrado,area_queimada_ha,GEE,456450.0,457175.0,0.1588
2014,10,Caatinga,area_queimada_ha,GEE,31350.0,30775.0,-1.8341
2015,10,Mata Atlântica,area_queimada_ha,GEE,20275.0,19600.0,-3.3292
2015,10,Cerrado,area_queimada_ha,GEE,538675.0,539325.0,0.1207
2015,10,Caatinga,area_queimada_ha,GEE,142075.0,143500.0,1.003
2016,10,Mata Atlântica,area_queimada_ha,GEE,625.0,650.0,4.0
2016,10,Cerrado,area_queimada_ha,GEE,50450.0,50125.0,-0.6442
2016,10,Caatinga,area_queimada_ha,GEE,23950.0,22850.0,-4.5929
2017,10,Mata Atlântica,area_queimada_ha,GEE,1550.0,2125.0,37.0968
2017,10,Cerrado,area_queimada_ha,GEE,299000.0,302200.0,1.0702
2017,10,Caatinga,area_queimada_ha,GEE,76225.0,77475.0,1.6399
2018,10,Mata Atlântica,area_queimada_ha,GEE,10525.0,10250.0,-2.6128
2018,10,Cerrado,area_queimada_ha,GEE,116900.0,118475.0,1.3473
2018,10,Caatinga,area_queimada_ha,GEE,28375.0,28400.0,0.0881
2019,10,Mata Atlântica,area_queimada_ha,GEE,9275.0,9250.0,-0.2695
2019,10,Cerrado,area_queimada_ha,GEE,136550.0,139200.0,1.9407
2019,10,Caatinga,area_queimada_ha,GEE,38025.0,38350.0,0.8547
2020,10,Mata Atlântica,area_queimada_ha,GEE,8125.0,8050.0,-0.9231
2020,10,Cerrado,area_queimada_ha,GEE,435650.0,423100.0,-2.8808
2020,10,Caatinga,area_queimada_ha,GEE,126825.0,123500.0,-2.6217
2001,11,Cerrado,area_queimada_ha,GEE,16575.0,16850.0,1.6591
2001,11,Caatinga,area_queimada_ha,GEE,5350.0,5625.0,5.1402
2002,11,Mata Atlântica,area_queimada_ha,GEE,10700.0,11500.0,7.4766
2002,11,Cerrado,area_queimada_ha,GEE,40500.0,41475.0,2.4074
2002,11,Caatinga,area_queimada_ha,GEE,14200.0,14575.0,2.6408
2003,11,Mata Atlântica,area_queimada_ha,GEE,4650.0,4650.0,0.0
2003,11,Cerrado,area_queimada_ha,GEE,26325.0,26650.0,1.2346
2003,11,Caatinga,area_queimada_ha,GEE,5625.0,5850.0,4.0
2004,11,Mata Atlântica,area_queimada_ha,GEE,5225.0,5150.0,-1.4354
2004,11,Cerrado,area_queimada_ha,GEE,40750.0,40975.0,0.5521
2004,11,Caatinga,area_queimada_ha,GEE,26775.0,27075.0,1.1204
2005,11,Mata Atlântica,area_queimada_ha,GEE,4375.0,4775.0,9.1429
2005,11,Cerrado,area_queimada_ha,GEE,58875.0,60175.0,2.2081
2005,11,Caatinga,area_queimada_ha,GEE,24275.0,24650.0,1.5448
2006,11,Mata Atlântica,area_queimada_ha,GEE,250.0,175.0,-30.0
2006,11,Cerrado,area_queimada_ha,GEE,7025.0,6850.0,-2.4911
2006,11,Caatinga,area_queimada_ha,GEE,18525.0,7650.0,-58.7045
2007,11,Mata Atlântica,area_queimada_ha,GEE,32625.0,31900.0,-2.2222
2007,11,Cerrado,area_queimada_ha,GEE,186575.0,185575.0,-0.536
2007,11,Caatinga,area_queimada_ha,GEE,161825.0,162500.0,0.4171
2008,11,Mata Atlântica,area_queimada_ha,GEE,24975.0,24475.0,-2.002
2008,11,Cerrado,area_queimada_ha,GEE,125250.0,124675.0,-0.4591
2008,11,Caatinga,area_queimada_ha,GEE,230375.0,228725.0,-0.7162
2009,11,Mata Atlântica,area_queimada_ha,GEE,7075.0,6925.0,-2.1201
2009,11,Cerrado,area_queimada_ha,GEE,9525.0,10475.0,9.9738
2009,11,Caatinga,area_queimada_ha,GEE,5200.0,5975.0,14.9038
2010,11,Mata Atlântica,area_queimada_ha,GEE,925.0,775.0,-16.2162
2010,11,Cerrado,area_queimada_ha,GEE,41900.0,45700.0,9.0692
2010,11,Caatinga,area_queimada_ha,GEE,9175.0,9775.0,6.5395
2011,11,Mata Atlântica,area_queimada_ha,GEE,225.0,400.0,77.7778
2011,11,Cerrado,area_queimada_ha,GEE,22200.0,23825.0,7.3198
2011,11,Caatinga,area_queimada_ha,GEE,2350.0,1750.0,-25.5319
2012,11,Mata Atlântica,area_queimada_ha,GEE,850.0,900.0,5.8824
2012,11,Cerrado,area_queimada_ha,GEE,26075.0,26525.0,1.7258
2012,11,Caatinga,area_queimada_ha,GEE,8775.0,8875.0,1.1396
2013,11,Mata Atlântica,area_queimada_ha,GEE,325.0,500.0,53.8462
2013,11,Cerrado,area_queimada_ha,GEE,7775.0,6225.0,-19.9357
2013,11,Caatinga,area_queimada_ha,GEE,3400.0,3225.0,-5.1471
2014,11,Mata Atlântica,area_queimada_ha,GEE,1325.0,1200.0,-9.434
2014,11,Cerrado,area_queimada_ha,GEE,45825.0,43875.0,-4.2553
2014,11,Caatinga,area_queimada_ha,GEE,2325.0,2675.0,15.0538
2015,11,Mata Atlântica,area_queimada_ha,GEE,23875.0,24200.0,1.3613
2015,11,Cerrado,area_queimada_ha,GEE,96700.0,98725.0,2.0941
2015,11,Caatinga,area_queimada_ha,GEE,44050.0,44150.0,0.227
2016,11,Mata Atlântica,area_queimada_ha,GEE,625.0,725.0,16.0
2016,11,Cerrado,area_queimada_ha,GEE,50725.0,46200.0,-8.9207
2016,11,Caatinga,area_queimada_ha,GEE,23950.0,7225.0,-69.833
2017,11,Mata Atlântica,area_queimada_ha,GEE,650.0,700.0,7.6923
2017,11,Cerrado,area_queimada_ha,GEE,16800.0,17500.0,4.1667
2017,11,Caatinga,area_queimada_ha,GEE,4475.0,4175.0,-6.7039
2018,11,Mata Atlântica,area_queimada_ha,GEE,475.0,400.0,-15.7895
2018,11,Cerrado,area_queimada_ha,GEE,17775.0,20350.0,14.4866
2018,11,Caatinga,area_queimada_ha,GEE,2025.0,1525.0,-24.6914
2019,11,Mata Atlântica,area_queimada_ha,GEE,17675.0,16500.0,-6.6478
2019,11,Cerrado,area_queimada_ha,GEE,57750.0,57825.0,0.1299
2019,11,Caatinga,area_queimada_ha,GEE,24575.0,25100.0,2.1363
2020,11,Cerrado,area_queimada_ha,GEE,28075.0,33700.0,20.0356
2020,11,Caatinga,area_queimada_ha,GEE,250.0,150.0,-40.0
2002,12,Mata Atlântica,area_queimada_ha,GEE,33700.0,33100.0,-1.7804
2002,12,Cerrado,area_queimada_ha,GEE,9900.0,9975.0,0.7576
2002,12,Caatinga,area_queimada_ha,GEE,6100.0,6450.0,5.7377
2003,12,Mata Atlântica,area_queimada_ha,GEE,29075.0,30475.0,4.8151
2003,12,Cerrado,area_queimada_ha,GEE,15100.0,15225.0,0.8278
2003,12,Caatinga,area_queimada_ha,GEE,12925.0,12500.0,-3.2882
2004,12,Mata Atlântica,area_queimada_ha,GEE,4825.0,5450.0,12.9534
2004,12,Cerrado,area_queimada_ha,GEE,27625.0,28000.0,1.3575
2004,12,Caatinga,area_queimada_ha,GEE,7950.0,7950.0,0.0
2005,12,Mata Atlântica,area_queimada_ha,GEE,900.0,975.0,8.3333
2005,12,Cerrado,area_queimada_ha,GEE,8050.0,8800.0,9.3168
2005,12,Caatinga,area_queimada_ha,GEE,500.0,675.0,35.0
2006,12,Mata Atlântica,area_queimada_ha,GEE,1775.0,1525.0,-14.0845
2006,12,Cerrado,area_queimada_ha,GEE,36225.0,36425.0,0.5521
2006,12,Caatinga,area_queimada_ha,GEE,8700.0,19000.0,118.3908
2007,12,Mata Atlântica,area_queimada_ha,GEE,1750.0,2250.0,28.5714
2007,12,Cerrado,area_queimada_ha,GEE,22375.0,22700.0,1.4525
2007,12,Caatinga,area_queimada_ha,GEE,7550.0,7425.0,-1.6556
2008,12,Mata Atlântica,area_queimada_ha,GEE,25.0,0.0,-100.0
2008,12,Cerrado,area_queimada_ha,GEE,2775.0,3075.0,10.8108
2008,12,Caatinga,area_queimada_ha,GEE,625.0,625.0,0.0
2009,12,Mata Atlântica,area_queimada_ha,GEE,8075.0,8100.0,0.3096
2009,12,Cerrado,area_queimada_ha,GEE,8000.0,8050.0,0.625
2009,12,Caatinga,area_queimada_ha,GEE,425.0,425.0,0.0
2010,12,Mata Atlântica,area_queimada_ha,GEE,800.0,875.0,9.375
2010,12,Cerrado,area_queimada_ha,GEE,28475.0,34225.0,20.1932
2010,12,Caatinga,area_queimada_ha,GEE,2450.0,3200.0,30.6122
2011,12,Mata Atlântica,area_queimada_ha,GEE,350.0,400.0,14.2857
2011,12,Cerrado,area_queimada_ha,GEE,1775.0,3425.0,92.9577
2011,12,Caatinga,area_queimada_ha,GEE,4950.0,4550.0,-8.0808
2012,12,Mata Atlântica,area_queimada_ha,GEE,5975.0,6150.0,2.9289
2012,12,Cerrado,area_queimada_ha,GEE,21650.0,22175.0,2.4249
2012,12,Caatinga,area_queimada_ha,GEE,29650.0,30725.0,3.6256
2013,12,Mata Atlântica,area_queimada_ha,GEE,75.0,175.0,133.3333
2013,12,Cerrado,area_queimada_ha,GEE,1675.0,850.0,-49.2537
2013,12,Caatinga,area_queimada_ha,GEE,200.0,200.0,0.0
2014,12,Mata Atlântica,area_queimada_ha,GEE,1500.0,1325.0,-11.6667
2014,12,Cerrado,area_queimada_ha,GEE,36450.0,32650.0,-10.4252
2014,12,Caatinga,area_queimada_ha,GEE,10000.0,425.0,-95.75
2015,12,Mata Atlântica,area_queimada_ha,GEE,65850.0,64425.0,-2.164
2015,12,Cerrado,area_queimada_ha,GEE,66400.0,69100.0,4.0663
2015,12,Caatinga,area_queimada_ha,GEE,37200.0,37450.0,0.672
2016,12,Mata Atlântica,area_queimada_ha,GEE,950.0,925.0,-2.6316
2016,12,Cerrado,area_queimada_ha,GEE,9300.0,9150.0,-1.6129
2016,12,Caatinga,area_queimada_ha,GEE,3500.0,3550.0,1.4286
2017,12,Mata Atlântica,area_queimada_ha,GEE,25.0,25.0,0.0
2017,12,Cerrado,area_queimada_ha,GEE,12400.0,10250.0,-17.3387
2017,12,Caatinga,area_queimada_ha,GEE,1550.0,850.0,-45.1613
2018,12,Mata Atlântica,area_queimada_ha,GEE,325.0,300.0,-7.6923
2018,12,Cerrado,area_queimada_ha,GEE,23300.0,21500.0,-7.7253
2018,12,Caatinga,area_queimada_ha,GEE,325.0,450.0,38.4615
2019,12,Mata Atlântica,area_queimada_ha,GEE,2325.0,2150.0,-7.5269
2019,12,Cerrado,area_queimada_ha,GEE,39400.0,40000.0,1.5228
2019,12,Caatinga,area_queimada_ha,GEE,2800.0,3100.0,10.7143
2020,12,Mata Atlântica,area_queimada_ha,GEE,275.0,275.0,0.0
2020,12,Cerrado,area_queimada_ha,GEE,10475.0,10450.0,-0.2387
2020,12,Caatinga,area_queimada_ha,GEE,4600.0,4250.0,-7.6087
2001,1,Mata Atlântica,precip_mm,IMERG V06,51.3,51.8406,1.0538
2001,1,Cerrado,precip_mm,IMERG V06,59.99,61.0265,1.7278
2001,1,Caatinga,precip_mm,IMERG V06,32.41,32.5637,0.4742
2002,1,Mata Atlântica,precip_mm,IMERG V06,273.05,273.7209,0.2457
2002,1,Cerrado,precip_mm,IMERG V06,252.39,255.2499,1.1331
